job_id,model_name,vector
1,intfloat/e5-small-v2,"[-0.06418122351169586, 0.04867001622915268, 0.06118694692850113, -0.00957389548420906, -0.021697143092751503, 0.026183433830738068, 0.07771164178848267, -0.1011049821972847, 0.00013829108502250165, 0.03654943034052849, 0.05041050910949707, -0.04140894487500191, -0.05306730419397354, -0.01085137389600277, 0.009771211072802544, -0.07828101515769958, 0.042949188500642776, 0.05953897908329964, -0.07535803318023682, 0.0064543141052126884, 0.0738820806145668, -0.08136032521724701, -0.014477841556072235, -0.08121318370103836, -0.02048995904624462, 0.021235546097159386, 0.023734403774142265, 0.07325456291437149, -0.01910979673266411, -0.12918031215667725, -0.015179929323494434, 0.035922273993492126, 0.012498005293309689, -0.007079394068568945, 0.0629715695977211, 0.02610945701599121, -0.004130763001739979, 0.05471242219209671, 0.054632462561130524, 0.04451938346028328, 0.01993924006819725, -0.07599625736474991, 0.06667958945035934, -0.06363030523061752, 0.0008495324291288853, -0.02552182786166668, -0.015169968828558922, -0.031596358865499496, 0.0647798702120781, -0.018081899732351303, -0.055236637592315674, 0.028658926486968994, 0.08209513872861862, 0.0374542698264122, 0.06636263430118561, 0.008298167027533054, 0.024267327040433884, 0.040201760828495026, 0.023846551775932312, 0.11523988842964172, 0.014571486040949821, 0.031351663172245026, -0.13549569249153137, 0.0761973187327385, 0.054492320865392685, 0.058593232184648514, -0.01705329492688179, 0.01218824740499258, -0.047983311116695404, -0.048687051981687546, -0.009847819805145264, 0.030208736658096313, 0.009317221119999886, 0.022998645901679993, -0.03754597157239914, 0.04714852198958397, 0.023590095341205597, 0.005272652022540569, -0.055276572704315186, -0.009810097515583038, 0.005616953130811453, -0.04611791670322418, -0.04656701162457466, 0.04862511530518532, -0.025404734537005424, -0.026036618277430534, -0.004965062253177166, -0.05821872875094414, -0.0032725755590945482, -0.03436790034174919, 0.00448202108964324, -0.06829054653644562, 0.029485275968909264, -0.03365551680326462, -0.022221483290195465, -0.028933487832546234, 0.026473892852663994, -0.012280074879527092, -0.04206692427396774, 0.0987863540649414, 0.040279172360897064, 0.03358704224228859, -0.00466559175401926, -0.030667416751384735, -0.0315428227186203, 0.0018983961781486869, 0.0039577847346663475, -0.02865012176334858, 0.0814787968993187, -0.01171292643994093, -0.07519624382257462, -0.01813594251871109, 0.010788400657474995, -0.0009557364392094314, 0.061586037278175354, 0.038503874093294144, -0.01888267882168293, -0.05750899389386177, -0.0380701944231987, 0.031601034104824066, 0.02609764039516449, 0.04778159409761429, 0.02977271005511284, -0.03314437344670296, -0.017205296084284782, -0.05990244075655937, 0.05180834233760834, 0.06433603167533875, 0.04143592715263367, -0.025314850732684135, 0.08940382301807404, -0.006446662358939648, 0.004107694141566753, 0.043365512043237686, -0.02817557565867901, -0.028900016099214554, -0.03967997059226036, 0.013781460002064705, 0.04730728268623352, -0.005825674626976252, -0.012730710208415985, -0.06791146844625473, -0.027292251586914062, -0.09627776592969894, 0.005407735705375671, 0.06913113594055176, -0.104831263422966, 0.05823488160967827, -0.08907066285610199, -0.05214369669556618, -0.07091020792722702, 0.0018766176654025912, 0.03103880025446415, -0.011896301060914993, -0.011661635711789131, -0.018353747203946114, 0.044657863676548004, 0.10004101693630219, -0.03378332406282425, -0.005835477262735367, -0.04843001440167427, -0.07171104103326797, 0.01413644663989544, 0.1094052791595459, -0.010607746429741383, -0.1506592184305191, 0.020266268402338028, 0.0120700066909194, 0.018892772495746613, -0.07708029448986053, 0.02034292370080948, 0.05044190213084221, 0.054130587726831436, 0.004359820857644081, 0.08680803328752518, -0.0008746281382627785, -0.0023372855503112078, 0.03465059772133827, 0.04922521486878395, -0.051684871315956116, 0.0735425129532814, -0.01767437718808651, -0.051204048097133636, 0.052690815180540085, 0.05169982090592384, -0.05657260864973068, -0.0597657710313797, -0.06588168442249298, 0.012723492458462715, -0.035696446895599365, -0.05296149477362633, 0.04498064145445824, -0.008693373762071133, 0.011551064439117908, 0.08025562763214111, 0.018110526725649834, -0.013550039380788803, -0.09628289192914963, -0.027261925861239433, -0.057589493691921234, 0.0690293163061142, 0.07636532187461853, -0.0677710548043251, 0.04178566858172417, -0.05623812973499298, -0.0015451855724677444, 0.0462876558303833, -0.044124312698841095, -0.012467073276638985, 0.027608849108219147, -0.05676183104515076, -0.002664248226210475, 0.025990501046180725, 0.002171894768252969, -7.14787602191791e-05, -0.04059324041008949, -0.0020211476366966963, 0.037088122218847275, -0.030804073438048363, 0.0029865549877285957, 0.07682928442955017, -0.051764119416475296, -0.06050018221139908, -0.15146134793758392, 0.011058754287660122, -0.06573791056871414, -0.04540487751364708, 0.016990695148706436, -0.025079503655433655, 0.015666048973798752, 0.04151028022170067, -0.003499629208818078, 0.03800356760621071, 0.08534319698810577, -0.005626718048006296, -0.034904442727565765, 0.015483486466109753, 0.04079386964440346, 0.04480850324034691, -0.05863852798938751, -0.0009972319239750504, 0.05860940366983414, -0.02166670933365822, 0.009479180909693241, -0.0361638180911541, 0.024039389565587044, -0.01973702572286129, 0.05299052596092224, -0.02922903560101986, 0.15556740760803223, 0.05712096393108368, 0.0071726227179169655, -0.07626811414957047, 0.017597224563360214, 0.015582782216370106, 0.0040963152423501015, -0.1209649071097374, 0.13390904664993286, -0.06923656910657883, -0.014314255677163601, -0.00783744640648365, 0.01941714622080326, -0.024199556559324265, 0.019029241055250168, 0.002466222271323204, -0.009956292808055878, -0.08255812525749207, 0.11057515442371368, -0.039124105125665665, -0.06813480705022812, 0.05969112366437912, -0.0915006548166275, -0.0591299906373024, 0.025873668491840363, -0.026819471269845963, 0.05973323434591293, 0.005149726290255785, -0.02532185986638069, -0.04242582619190216, -0.04553782939910889, 0.03471273556351662, -0.01636587083339691, -0.019680267199873924, -0.11012041568756104, -0.05051620304584503, -0.0008856498170644045, 0.03259386867284775, 0.028386510908603668, 0.09183605015277863, -0.04977734386920929, -0.03046378493309021, -0.07354333996772766, -0.029023712500929832, 0.013956357724964619, 0.04468393325805664, -0.033810313791036606, 0.05003030225634575, 0.0519818551838398, -0.01244379859417677, 0.017559804022312164, -0.04299791529774666, -0.02726111374795437, -0.05961424857378006, -0.015045403502881527, -0.0981840044260025, 0.054793283343315125, 0.07775014638900757, 0.03773175925016403, -0.058808062225580215, -0.0012187493266537786, 0.007230790797621012, 0.017376713454723358, -0.011237010359764099, 0.007180750370025635, -0.06354832649230957, 0.07733375579118729, 0.08096282929182053, -0.0288534052670002, -0.044859886169433594, -0.1295677125453949, -0.024111291393637657, 0.0054189604707062244, 0.0008351100841537118, 0.025739753618836403, 0.04079171642661095, -0.009791784919798374, -0.05347952991724014, -0.07505723834037781, 0.013429524376988411, 0.0021915785036981106, 0.0328308567404747, 0.08500225096940994, -0.00862453319132328, 0.026221590116620064, 0.004155014641582966, 0.06318078190088272, -0.0021856247913092375, -0.03192714974284172, -0.08586857467889786, 0.020944001153111458, 0.05354394018650055, 0.16255910694599152, -0.004280719440430403, 0.017373090609908104, 0.07785552740097046, 0.04286886751651764, -0.0071645029820501804, 0.058130934834480286, 0.07074543833732605, 0.0012326082214713097, -0.08979026228189468, 0.08808457851409912, -0.009539924561977386, -0.0010759913129732013, 0.07365979999303818, -0.06826966255903244, 0.004714041016995907, -0.0003782409767154604, -0.010305267758667469, 0.08179186284542084, 0.06121096760034561, -0.007952971383929253, 0.013149473816156387, 0.07493104785680771, 0.016800247132778168, -0.041601743549108505, -0.03509581834077835, -0.0007029736298136413, -0.06142941117286682, -0.04747230187058449, -0.0022449283860623837, 0.030756009742617607, 0.02072119526565075, 0.08869051933288574, -0.08422988653182983, -0.10125952214002609, 0.02245902456343174, -0.04733094573020935, -0.06034109368920326, -0.00030154932755976915, -0.0413803867995739, 0.013859767466783524, -0.04413190484046936, 0.003998092375695705]"
2,intfloat/e5-small-v2,"[-0.0965966135263443, 0.07188025116920471, 0.03813822567462921, -0.008001238107681274, -0.02670900709927082, 0.009799945168197155, 0.04717157408595085, -0.0955335944890976, -0.026741333305835724, 0.06362491101026535, 0.041292205452919006, -0.06001768633723259, -0.04127931594848633, -0.005428991746157408, 0.044814854860305786, -0.04166903346776962, 0.0025076677557080984, 0.061232078820466995, -0.055827122181653976, 0.060686878859996796, 0.08140634745359421, -0.060433145612478256, 0.003944259602576494, -0.059174180030822754, -0.0647655725479126, 0.006507959216833115, 0.04308951273560524, 0.04084773361682892, -0.03323359042406082, -0.11190950870513916, -0.035877689719200134, 0.022227788344025612, 0.06101870909333229, 0.003695121966302395, 0.03436461463570595, 0.002345871180295944, -0.0032361128833144903, 0.09235081076622009, 0.016523851081728935, 0.058912426233291626, -0.031926561146974564, -0.07367486506700516, 0.05452083423733711, -0.10239111632108688, -0.018574006855487823, -0.02204451896250248, -0.0510699637234211, -0.008069678209722042, 0.10075084120035172, 0.003955978900194168, -0.049996133893728256, -0.029622003436088562, 0.014729057438671589, 0.050890929996967316, 0.033727724105119705, -0.01857447437942028, -0.005608494859188795, 0.02153618447482586, 0.02680528350174427, 0.07614926993846893, 0.0026386785320937634, 0.05471373721957207, -0.12921199202537537, 0.13327565789222717, 0.05927157774567604, 0.05064735561609268, 0.0057744854129850864, -0.025106022134423256, -0.059789951890707016, -0.06211412698030472, 0.021355528384447098, 0.024264926090836525, -0.0395183190703392, 0.061842698603868484, -0.055161889642477036, 0.06120941787958145, 0.040187813341617584, 0.0378367081284523, -0.02921421080827713, -0.017521202564239502, 0.04123765975236893, -0.048890672624111176, -0.003532115602865815, 0.05659055337309837, -0.014496036805212498, -0.06959782540798187, -0.01138683594763279, -0.05581311509013176, -0.03914148360490799, -0.03284391015768051, 0.000639438396319747, -0.06024760752916336, 0.04163891077041626, -0.053792644292116165, -0.021724475547671318, -0.032738760113716125, 0.022014927119016647, -0.01270961482077837, -0.05624191462993622, 0.10659797489643097, 0.014174179174005985, 0.016056977212429047, -0.013046816922724247, -0.038296282291412354, -0.020881131291389465, -0.0236562080681324, 0.008716771379113197, -0.02409975230693817, 0.0872124657034874, 0.011457017622888088, -0.06504546850919724, -0.04778377339243889, -0.012118089944124222, -0.06568894535303116, 0.10895297676324844, 0.037555865943431854, -0.052075158804655075, -0.06471610814332962, -0.08290553092956543, -0.018567577004432678, 0.038373615592718124, 0.03419235721230507, 0.030638717114925385, -0.03677288070321083, 0.0356476753950119, -0.03802620992064476, 0.0444653294980526, 0.034516409039497375, 0.048542942851781845, 0.011524820700287819, 0.07325932383537292, -0.009533138014376163, -0.025286531075835228, -0.02148428186774254, -0.018267376348376274, 0.02885894663631916, -0.07833514362573624, 0.016081152483820915, 0.022190026938915253, 0.03663045912981033, -0.0035174747463315725, -0.050850193947553635, -0.014362291432917118, -0.05893298611044884, -0.05126367509365082, 0.08231130242347717, -0.08215610682964325, 0.04617641866207123, -0.05143967643380165, -0.10162875056266785, -0.06201158091425896, 0.013899415731430054, 0.053922563791275024, -0.0080983005464077, 0.008817065507173538, -0.014148139394819736, 0.010321538895368576, 0.06770804524421692, -0.006833251100033522, -0.01745043508708477, -0.06348078697919846, -0.05039776861667633, 0.039803653955459595, 0.10154267400503159, 0.002913861535489559, -0.09706655889749527, 0.047863416373729706, -0.010773882269859314, 0.03882220759987831, -0.06527929753065109, 0.0197917390614748, 0.008433160372078419, 0.037569958716630936, -0.011389769613742828, 0.1465691775083542, -0.010062888264656067, 0.0016527854604646564, 0.047030966728925705, 0.04501735419034958, -0.01183313224464655, 0.07553911954164505, -0.04724997654557228, 0.0196307934820652, 0.04043732210993767, 0.01912357285618782, -0.02358957938849926, -0.04129479080438614, -0.07704409211874008, 0.02511945739388466, -0.036677006632089615, -0.0728800967335701, 0.04162483662366867, -0.026756009086966515, 0.04495042562484741, 0.03415476158261299, 0.0012813590001314878, -0.01697888970375061, -0.0742993876338005, -0.014507477171719074, -0.03896250203251839, 0.07347138971090317, 0.08762504905462265, -0.06978311389684677, -0.0043020956218242645, -0.03536431863903999, 0.06506861001253128, 0.04062354192137718, -0.008665754459798336, -0.022178644314408302, -0.03562093526124954, -0.08037970960140228, 0.02413666807115078, 0.017601914703845978, -0.02633235789835453, 0.002178741153329611, -0.0036858716048300266, 0.006325990427285433, 0.021587269380688667, 0.005725921597331762, 0.06367897242307663, 0.019426394253969193, -0.061487145721912384, -0.0374639518558979, -0.1495581418275833, 0.027473023161292076, -0.07897432148456573, -0.04466836154460907, 0.04643145576119423, -0.02158290334045887, -0.0013949479907751083, 0.08537809550762177, -0.005670269951224327, 0.05626330524682999, 0.11239496618509293, -0.002401631325483322, -0.022841529920697212, 0.02901455946266651, 0.04484546557068825, 0.03973966836929321, -0.030207982286810875, -0.0075493804179131985, 0.0554477758705616, -0.030669404193758965, -0.0518537312746048, -0.019309867173433304, -0.015380444936454296, -0.04285972937941551, 0.032447926700115204, -0.07936478406190872, 0.10272051393985748, 0.07321810722351074, 0.018172694370150566, -0.003555313451215625, 0.03651614114642143, -0.023653732612729073, 0.04998591169714928, -0.11317802965641022, 0.12015898525714874, -0.06736128032207489, -0.0372290201485157, 0.06079377979040146, -0.005082718562334776, -0.044796474277973175, 0.02625391259789467, 0.026643136516213417, 0.07474414259195328, -0.09653947502374649, 0.13982044160366058, -0.020657753571867943, -0.019790982827544212, 0.06333743035793304, 0.021067922934889793, -0.03583088517189026, 0.007687194272875786, -0.07627624273300171, 0.014400055631995201, -0.01707525923848152, -0.00829989742487669, -0.012713294476270676, -0.06441964954137802, 0.014088582247495651, -0.0542411208152771, -0.030760394409298897, -0.06948797404766083, -0.028381289914250374, 0.06690704822540283, -0.004929115064442158, 0.02084922417998314, 0.020805737003684044, -0.022886082530021667, 0.0476737804710865, -0.04196431115269661, -0.04700617119669914, -0.024336153641343117, 0.004531064070761204, -0.10502810031175613, 0.04528277367353439, 0.05731937661767006, 0.018224036321043968, 0.07974956184625626, -0.054453205317258835, -0.06335005909204483, -0.03539038822054863, -0.017265228554606438, -0.10066522657871246, -0.00530983554199338, 0.040017351508140564, 0.015237667597830296, -0.038354359567165375, -0.015111513435840607, 0.020417632535099983, 0.03161291778087616, -0.019061507657170296, 0.014895282685756683, -0.03597486764192581, 0.04506564885377884, 0.06305365264415741, 0.006589697673916817, -0.057821378111839294, -0.14264638721942902, -0.03986254334449768, 0.013427372090518475, 0.016988324001431465, -0.0027536205016076565, 0.08062397688627243, -0.03306378051638603, -0.03580836206674576, -0.07098830491304398, -0.030689869076013565, 0.004982975777238607, -0.004095916636288166, 0.019712120294570923, 0.022895554080605507, 0.03212212026119232, 0.0038562254048883915, 0.06464531272649765, 0.0010521004442125559, -0.04133408144116402, -0.09255269914865494, 0.017596479505300522, 0.09513644129037857, 0.1299481987953186, -0.016543393954634666, -0.025989504531025887, 0.08291948586702347, 0.036701712757349014, 0.010792803950607777, 0.06684038788080215, 0.03644083812832832, 0.061074815690517426, -0.053711552172899246, 0.06709038466215134, -0.00787865649908781, 0.046200089156627655, 0.03862814977765083, -0.030103858560323715, 0.022078076377511024, 0.007730389013886452, -0.028631247580051422, 0.06027437001466751, 0.08996286988258362, -0.009737429209053516, -0.06639376282691956, 0.08173615485429764, -0.0092357462272048, -0.04091800004243851, -0.01937718130648136, -0.0035319922026246786, -0.029466671869158745, -0.08467549830675125, -0.02481253631412983, 0.07309337705373764, 0.08662302047014236, 0.044982876628637314, -0.043854765594005585, -0.11475241184234619, -0.00361598446033895, -0.020143980160355568, -0.05268729105591774, -0.0004233962972648442, -0.024912051856517792, 0.003452788572758436, -0.03686467930674553, 0.013766071759164333]"
3,intfloat/e5-small-v2,"[-0.09171446412801743, 0.06535552442073822, -0.014764988794922829, -0.026617038995027542, -0.05660421773791313, 0.02142433449625969, 0.09392222762107849, -0.03435082361102104, -0.01970476470887661, 0.05915985256433487, 0.052723489701747894, -0.0333549827337265, -0.036855462938547134, 0.005096878856420517, 0.02535741962492466, -0.04776386916637421, 0.01764347217977047, 0.05894066020846367, -0.0621076263487339, 0.032808396965265274, 0.120486319065094, -0.09137311577796936, 0.014444059692323208, -0.0783514752984047, -0.016390997916460037, 0.012789130210876465, 0.055120985954999924, 0.044576168060302734, 0.0029527167789638042, -0.11107712984085083, -0.021670063957571983, 0.04375588893890381, 0.01077327597886324, 0.02473168820142746, 0.06207172945141792, -0.025770626962184906, -0.035642359405756, 0.05977683514356613, 0.014953716658055782, 0.09386841952800751, -0.03276588395237923, -0.07363308221101761, -0.016539771109819412, -0.07524988055229187, 0.0009360723197460175, -0.031718309968709946, -0.0472736619412899, -0.019506245851516724, 0.06612896174192429, 0.006464400328695774, -0.07643571496009827, -0.01722080260515213, 0.05226223170757294, 0.04067768529057503, 0.07227826863527298, 0.01829417422413826, 0.030795948579907417, 0.049799542874097824, 0.019735557958483696, 0.05574939772486687, 0.023563822731375694, 0.042983923107385635, -0.14500248432159424, 0.10428411513566971, 0.0682927593588829, 0.056541260331869125, -0.0493621826171875, -0.0425729975104332, -0.033559393137693405, -0.03447314351797104, -0.00952040497213602, 0.02996711991727352, -0.01546008326113224, 0.0020687745418399572, -0.029305947944521904, 0.07399121671915054, 0.020632460713386536, 0.035987190902233124, -0.03090066649019718, 0.010638415813446045, 0.014433449134230614, -0.06051814183592796, -0.058098506182432175, 0.04131152480840683, 0.006177558563649654, -0.03163042664527893, -0.012633412145078182, -0.04597824811935425, 0.03612925857305527, -0.025436224415898323, 0.011986596509814262, -0.05620618537068367, 0.013635602779686451, -0.09487683326005936, -0.05423159897327423, -0.040929097682237625, 0.0371532142162323, -0.021006084978580475, -0.058971088379621506, 0.09372503310441971, 0.025372369214892387, 0.0018151667900383472, -0.0034477966837584972, -0.017414316534996033, -0.0029894360341131687, -0.03891291841864586, 0.015792621299624443, -0.0031601961236447096, 0.05573385953903198, 0.017405500635504723, -0.07367358356714249, -0.01183613296598196, 0.011157488450407982, -0.008540496230125427, 0.04422861710190773, 0.007296477444469929, -0.09629131853580475, -0.06421983987092972, -0.003232143586501479, 0.04319920390844345, 0.036228373646736145, 0.012020647525787354, 0.06561452895402908, -0.07309237122535706, 0.007286869455128908, -0.027336742728948593, 0.02494262531399727, 0.08923429995775223, 0.059718433767557144, 0.018842367455363274, 0.059268150478601456, 0.022251691669225693, 0.031555596739053726, -0.015061633661389351, -0.02123553492128849, -0.007629306521266699, -0.06699410080909729, -0.015616296790540218, 0.03543230518698692, 0.013208060525357723, -0.021516703069210052, -0.021242747083306313, -0.029014842584729195, -0.0671321302652359, 0.02403615601360798, 0.0974397361278534, -0.13040126860141754, 0.055106859654188156, -0.08975756913423538, -0.04799729213118553, -0.08158382773399353, 0.005948460660874844, 0.07311050593852997, -0.05026226490736008, -0.007842827588319778, 0.04300866648554802, 0.015415174886584282, 0.068985715508461, -0.04125670716166496, -0.004058749880641699, -0.03961740806698799, -0.04909992218017578, 0.05434030294418335, 0.10783936828374863, -0.03378424420952797, -0.12222069501876831, 0.043584804981946945, 0.00473374780267477, 0.04140834882855415, -0.09133154898881912, 0.0046796491369605064, 0.037461187690496445, 0.03780820965766907, 0.03706026077270508, 0.12523066997528076, -0.017550116404891014, -0.025539405643939972, 0.027043718844652176, 0.052010077983140945, -0.03078284114599228, 0.07886068522930145, 0.03717423230409622, -0.012076026760041714, 0.05596333369612694, 0.07793007791042328, -0.04604233056306839, -0.010040120221674442, -0.025506313890218735, 0.06216172128915787, -0.02296086959540844, -0.046651098877191544, 0.03915185108780861, -0.016120167449116707, 0.024636996909976006, 0.07650130987167358, -0.009801196865737438, -0.020359359681606293, -0.08761517703533173, -0.033930763602256775, -0.06795508414506912, 0.10253843665122986, 0.03212298825383186, -0.08313609659671783, 0.0060381111688911915, -0.0541195422410965, 0.036687541753053665, 0.03443900868296623, 0.016353508457541466, -0.05097663775086403, -0.032327886670827866, -0.07746273279190063, -0.014753304421901703, -0.002084746491163969, -0.045528996735811234, 0.023169852793216705, -0.06023039668798447, -0.006967378314584494, 0.013633433729410172, 0.03412714600563049, 0.03247755393385887, 0.024226468056440353, -0.08128386735916138, -0.06603103131055832, -0.1303759217262268, -0.0030612973496317863, -0.05424271523952484, -0.032578568905591965, 0.003222887637093663, -0.024495670571923256, -0.01695934683084488, 0.02910165674984455, -0.05019719898700714, 0.040024854242801666, 0.06022395193576813, 0.057029321789741516, -0.024447549134492874, 0.009947664104402065, 0.008997837081551552, 0.036806125193834305, -0.019893130287528038, -0.00037830666406080127, 0.052818384021520615, -0.05053310841321945, -0.08110571652650833, -0.01671568676829338, -0.026073159649968147, -0.08156971633434296, 0.0228944793343544, -0.019472520798444748, 0.14556638896465302, 0.049840450286865234, -0.047568097710609436, -0.051304642111063004, 0.03153989464044571, 0.04497011378407478, 0.011677198112010956, -0.10110915452241898, 0.09320055693387985, -0.045195210725069046, -0.02586769498884678, 0.005414054729044437, 0.023522481322288513, -0.02576078660786152, 0.07679527997970581, 0.01587071642279625, 0.028188835829496384, -0.09079145640134811, 0.09463459253311157, -0.042594317346811295, -0.012389973737299442, 0.03036397509276867, -0.027153590694069862, -0.024782173335552216, 0.03327321261167526, -0.039659593254327774, 0.06357800215482712, -0.020857302471995354, -0.10463126748800278, -0.023227468132972717, -0.09838032722473145, 0.024486040696501732, -0.05431130528450012, 0.03278360888361931, -0.05739438161253929, -0.09946804493665695, 0.030215183272957802, 0.03581680357456207, -0.008677881211042404, 0.02736654318869114, 0.004670507740229368, 0.03197944909334183, -0.06040365621447563, -0.005114500876516104, 0.027053551748394966, 0.03814598172903061, -0.042927201837301254, 0.04966229945421219, 0.039239853620529175, 0.004556871950626373, 0.02887694351375103, -0.03223549574613571, 0.007750129792839289, -0.01431784126907587, -0.01907774619758129, -0.07254393398761749, 0.04794813320040703, 0.10978440195322037, -0.0023057160433381796, -0.042295411229133606, 0.02104039676487446, -0.018787920475006104, 0.017646808177232742, -0.07906673848628998, 0.015645325183868408, -0.010483114048838615, 0.07455569505691528, 0.04195971041917801, -0.0026621506549417973, -0.05295538529753685, -0.13682524859905243, -0.03191942721605301, 0.020037367939949036, 0.03651727735996246, 0.002271575853228569, 0.04310861974954605, 0.009334741160273552, -0.03723921999335289, -0.06603620946407318, -0.06168568506836891, -0.006084827706217766, 0.03349202498793602, 0.04056212306022644, 0.005301242228597403, -0.018584806472063065, 0.0217104721814394, 0.05429203063249588, -0.003520798636600375, -0.016259996220469475, -0.058704376220703125, 0.0019215220818296075, 0.025016510859131813, 0.178874209523201, 0.0011846752604469657, 0.01403015572577715, 0.048788297921419144, 0.013513157144188881, 0.021180804818868637, 0.03485234081745148, 0.0372721366584301, -0.011222407221794128, -0.03591609373688698, 0.1203664094209671, -0.038285646587610245, 0.02754785865545273, 0.035518500953912735, -0.07399492710828781, -0.007239457219839096, 0.04082774743437767, -0.03448660671710968, 0.08494523912668228, 0.10048474371433258, -0.027203064411878586, 0.00887545570731163, 0.09508180618286133, 0.014676970429718494, -0.03736664354801178, -0.048411983996629715, -0.036271966993808746, -0.014030681923031807, -0.051051001995801926, 0.01112715620547533, 0.06807202845811844, 0.05875148996710777, 0.08003276586532593, -0.019557679072022438, -0.11038550734519958, -0.019540872424840927, -0.024904999881982803, -0.056374307721853256, 0.0022106145042926073, -0.042901411652565, -0.017338968813419342, -0.052462588995695114, 0.027859194204211235]"
